EntityId,Chart Label,Technology,Technology Subtype,Year,Official Program Number,Calculated LCOE,,Overnight Capital Cost dollar per kW including Contingency,Contingency Factor,Overnight Capital Cost dollar per kW,"Final Capital Cost, $/kW",Discount Rate,Lifetime Years,Final Lifetime in Years,Capital Recovery Factor,Tax Rate,Present Value of Depreciation,Average Capacity Factor,Max Capacity Factor,Final Capacity Factor,LCOE Capital Cost Term,O M All-Inclusive,Fixed O M dollar per kW,Variable O M dollar per MWh,Calculated OM All Inclusive Cost Term ($/kW),Calculated Fixed OM Term ($/kW),Calculated Variable OM Term ($/kW),LCOE OM Term,Fuel,Fuel Cost,Heat Rate,LCOD Fuel Cost Term,,Reference Name,Publication Year,Report Author(s),Dataset name,Dataset web source
EntityId,TechIndex,Technology,TechnologySubtype,Year,IsOfficial,lcoe,Blank,OnghCptCstDlKwInclCtng,ContingencyFactor,OnghtCptlCostDolPerKw,FinalCptlCostDolPerKw,DiscountRate,LifetimeYears,FinalLifetimeYears,CapitalRecoveryFactor,TaxRate,PvOfDepreciation,AvgCapacityFactor,MaxCapacityFactor,FinalCapacityFactor,TermCapitalCost,OMAllInclusive,FixedOMDolPerKw,VariableOMDolPerMwh,OfficialOMAllInclusive,OfficialFixedOMDolPerKw,OfficialVariableOMDolPerMwh,TermOMCost,Fuel,FuelCost,HeatRate,TermFuelCost,Blank,ShortName,PublicationYear,Author,Title,PublicationUrl
Unique identifier for this data record.,Displayed label for the technology and sub-technology.,General type of technology used to generate electricity.,Technology Subtype.,Year.,Official Program Number.,"Levelized cost of energy, an estimate of total electricity cost including payback of initial investment and operating costs. Also the price a plant must sell electricity at in order to break even.",,Overnight Capital Cost dollar per kW including Contingency.,Contingency Factor.,"Initial cost of a generation technology per kilowatt of capacity, if it could be conducted overnight.","Final Capital Cost, $/kW.","Discount Rate is the assumed effective rate at which future income streams are discounted. Used to compute the capital recovery factor. In Normalized mode, a single discount rate is used. In Market and User modes, the discount rate can be different for each technology.",Lifetime Years.,Lifetime of the Investment. It is the assumed lifetime of a new plant/vehicle and the period over which the investment is computed (unless specified otherwise).,(CRF) A common element in the levelized cost calculations is capital expenditures. The capital expenditure is turned into annual payments with a Capital Recovery Factor (CRF) that is defined using a common calculation.,Tax rate paid (applied after depreciation credits).,"The present value of depreciation, depending on the MACRS schedule (Modified Accelerated Cost Recovery System).",The ratio between average power and peak capacity. A plant running at full capacity for exactly half the year would have a 0.5 capacity factor.,Max Capacity Factor.,Final Capacity Factor.,Capital Cost term calculated in the LCOE equation,O M All-Inclusive.,Maintenance costs for generation paid regardless of the total amount generated.,Maintenance costs for generation paid per unit of energy produced.,"Term calculated using the OM All Inclusive Cost - when used, this replaces the fixed and variable O&M costs ($/kW).",Term calculated using the Fixed OM ($/kW).,Term calculated using the Variable OM ($/kW).,Calculated term for all costs associated with OM (Operations and Maintenance).,Fuel.,Fuel Cost.,Heat Rate.,,,Reference Name.,Publication Year.,Report Author.,Dataset name.,Dataset web source.
g30555,Offshore,Wind-Offshore,,2001,,0.088,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.5,,0.5,0.062125181,,14.28,22.84,,,,0.026100274,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30556,Offshore,Wind-Offshore,,2002,,0.088,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.5,,0.5,0.062125181,,14.28,22.84,,,,0.026100274,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30557,Offshore,Wind-Offshore,,2003,,0.088,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.5,,0.5,0.062125181,,14.28,22.84,,,,0.026100274,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30558,Offshore,Wind-Offshore,,2004,,0.088,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.5,,0.5,0.062125181,,14.28,22.84,,,,0.026100274,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30559,Offshore,Wind-Offshore,,2005,,0.088,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.5,,0.5,0.062125181,,14.28,22.84,,,,0.026100274,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30560,Offshore,Wind-Offshore,,2006,,0.088,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.5,,0.5,0.062125181,,14.28,22.84,,,,0.026100274,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30561,Offshore,Wind-Offshore,,2007,,0.088,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.5,,0.5,0.062125181,,14.28,22.84,,,,0.026100274,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30612,Offshore,Wind-Offshore,,2007,,0.083,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.54,,0.54,0.057523316,,14.28,22.84,,,,0.025858772,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30605,Offshore,Wind-Offshore,,2000,,0.083,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.54,,0.54,0.057523316,,14.28,22.84,,,,0.025858772,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30613,Offshore,Wind-Offshore,,2008,,0.083,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.54,,0.54,0.057523316,,14.28,22.84,,,,0.025858772,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30606,Offshore,Wind-Offshore,,2001,,0.083,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.54,,0.54,0.057523316,,14.28,22.84,,,,0.025858772,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30607,Offshore,Wind-Offshore,,2002,,0.083,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.54,,0.54,0.057523316,,14.28,22.84,,,,0.025858772,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30608,Offshore,Wind-Offshore,,2003,,0.083,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.54,,0.54,0.057523316,,14.28,22.84,,,,0.025858772,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30609,Offshore,Wind-Offshore,,2004,,0.083,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.54,,0.54,0.057523316,,14.28,22.84,,,,0.025858772,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30610,Offshore,Wind-Offshore,,2005,,0.083,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.54,,0.54,0.057523316,,14.28,22.84,,,,0.025858772,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30611,Offshore,Wind-Offshore,,2006,,0.083,,,1,3045.81,3045.81,0.07,20,30,0.080586404,0.392,0.83155,0.54,,0.54,0.057523316,,14.28,22.84,,,,0.025858772,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g26481,Offshore,Wind-Offshore,,2008,,0.184,,2865.49,1,,2865.49,0.07,20,30,0.080586404,0.392,0.83155,0.27,,0.27,0.108235567,,180,,,,,0.076103501,Wind,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g26482,Offshore,Wind-Offshore,,2009,,0.157,,2838.75,1,,2838.75,0.07,20,30,0.080586404,0.392,0.83155,0.315233127,,0.315233127,0.091839637,,180,,,,,0.065183331,Wind,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g26532,Offshore,Wind-Offshore,,2008,,0.146,,2865.49,1,,2865.49,0.07,20,30,0.080586404,0.392,0.83155,0.34,,0.34,0.085951773,,180,,,,,0.060435133,Wind,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g26533,Offshore,Wind-Offshore,,2009,,0.132,,2838.75,1,,2838.75,0.07,20,30,0.080586404,0.392,0.83155,0.374243589,,0.374243589,0.077358429,,180,,,,,0.05490527,Wind,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g26583,Offshore,Wind-Offshore,,2008,,0.124,,2865.49,1,,2865.49,0.07,20,30,0.080586404,0.392,0.83155,0.402292911,,0.402292911,0.0726426,,180,,,,,0.051077075,Wind,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g26584,Offshore,Wind-Offshore,,2009,,0.116,,2838.75,1,,2838.75,0.07,20,30,0.080586404,0.392,0.83155,0.425240258,,0.425240258,0.068081268,,180,,,,,0.04832079,Wind,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g22963,Offshore,Wind-Offshore,,2009,,0.127,,3851.5,1.100000024,3416,3851.5,0.07,,30,0.080586404,0.392,0.83155,,,0.39,0.100716391,,89.48,0,,,,0.026191312,Wind,0,,0,,AEO 2009,2009,AEO,Annual Energy Outlook 2009,http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf
g38161,Offshore,Wind-Offshore,,2009,,0.128,,3936.77,,,3936.77,0.07,,30,0.080586404,0.392,0.83155,,,0.39,0.102946195,,86.92,0,,,,0.025441986,Wind,0,,0,,AEO 2010,2010,AEO,Annual Energy Outlook 2010,http://www.eia.gov/oiaf/archive/aeo10/pdf/0383(2010).pdf
g39638,Offshore,Wind-Offshore,,2009,,0.113,,,,3750,3750,0.07,,30,0.080586404,0.392,0.83155,0.45,,0.45,0.084987219,,60,13,,,,0.0282207,Wind,0,0,0,,Lazard 2010,2010,Lazard,"Lazard Levelized Cost of Energy Analysis, version 4.0",http://www.dpuc.state.ct.us/DEEPEnergy.nsf/c6c6d525f7cdd1168525797d0047c5bf/8525797c00471adb852579ea00731d74/$FILE/Ex%2013%20-%20Lazard%202010%20Levelized%20Cost%20of%20Energy%20-%20v%204.0.pdf
g39639,Offshore,Wind-Offshore,,2009,,0.213,,,,5000,5000,0.07,,30,0.080586404,0.392,0.83155,0.32,,0.32,0.159351035,,100,18,,,,0.053673516,Wind,0,0,0,,Lazard 2010,2010,Lazard,"Lazard Levelized Cost of Energy Analysis, version 4.0",http://www.dpuc.state.ct.us/DEEPEnergy.nsf/c6c6d525f7cdd1168525797d0047c5bf/8525797c00471adb852579ea00731d74/$FILE/Ex%2013%20-%20Lazard%202010%20Levelized%20Cost%20of%20Energy%20-%20v%204.0.pdf
g38155,Offshore,Wind-Offshore,,2009,,0.179,,,,6000,6000,0.07,,30,0.080586404,0.392,0.83155,0.4,,0.4,0.152976993,,90,0,,,,0.025684932,Wind,0,,0,,E3 2010,2010,E3,Capital Cost Recommendations for 2009 TEPPC Study.,http://www.wecc.biz/committees/BOD/TEPPC/Versions/100106_TEPPC_E3_CapitalCosts.ppt_2.0.ppt
g38101,Offshore,Wind-Offshore,,2010,,0.184,,6055.75,,,6055.75,0.07,,30,0.080586404,0.392,0.83155,,,0.39,0.158357338,,86.98,0,,,,0.025459548,Wind,0,,0,,AEO 2011,2011,AEO,Annual Energy Outlook 2011,http://www.eia.gov/forecasts/aeo/pdf/0383(2011).pdf
g38820,Offshore,Wind-Offshore,,2011,,0.102,,,,3200,3200,0.07,20,30,0.080586404,0.392,0.83155,0.4,,0.4,0.08158773,,,20,,,,0.02,Wind,0,,0,,IPCC 2011,2011,IPCC,IPCC Annex 3,http://srren.ipcc-wg3.de/report/
g38100,Offshore,Wind-Offshore,,2009,,0.128,,,,3937,3937,0.07,,30,0.080586404,0.392,0.83155,,,0.39,0.102952209,,86.92,,,,,0.025441986,Wind,0,,0,,"McCalley et al., 2011",2011,McCalley et al.,A Wider Horizon. IEEE Power & Energy Magazine. May/June 2011,http://www.ieee.org/organizations/pes/public/2011/may/index.html
g38821,Offshore,Wind-Offshore,,2011,,0.135,,,,4100,4100,0.07,20,30,0.080586404,0.392,0.83155,0.4,,0.4,0.104534279,,,30,,,,0.03,Wind,0,,0,,IPCC 2011,2011,IPCC,IPCC Annex 3,http://srren.ipcc-wg3.de/report/
g42642,Offshore,Wind-Offshore,,2011,,0.118,,,,4300,4300,0.07,,30,0.080586404,0.392,0.83155,,,0.39,0.112444628,19,,,,,,0.00556141,Wind,0,,0,,Schwabe et al. 2011,2011,Schwabe et al.,Multi-national Case Study of the Financial Cost of wind Energy,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.448.1287&rep=rep1&type=pdf
g38822,Offshore,Wind-Offshore,,2011,,0.167,,,,5000,5000,0.07,20,30,0.080586404,0.392,0.83155,0.4,,0.4,0.127480828,,,40,,,,0.04,Wind,0,,0,,IPCC 2011,2011,IPCC,IPCC Annex 3,http://srren.ipcc-wg3.de/report/
g38448,Offshore,Wind-Offshore,Fixed Platform,2011,,0.174,,,,5437,5437,0.07,30,30,0.080586404,0.392,0.83155,0.39,,0.39,0.142177079,,40,19.7,,67,17,0.031408231,Wind,0,0,0,,DOE 2011,2011,DOE,DOE Program Estimate,
g38848,Offshore,Wind-Offshore,,2010,,0.125,,,,3600,3600,0.07,20,30,0.080586404,0.392,0.83155,0.39,,0.39,0.094139688,,107,0,,,,0.031319518,Wind,0,0,0,,"Tegan et al., 2012",2012,Tegan et al,2010 Cost of Wind Energy Review,http://www.nrel.gov/docs/fy12osti/52920.pdf
g38697,Offshore,Wind-Offshore,Fixed Platform,2010,,0.122,,,,3643,3643,0.07,,30,0.080586404,0.392,0.83155,0.39,0.52,0.39,0.095264134,,15.96,22.35,,67,17,0.027021584,Wind,0,,0,,"Mai et al., 2012",2012,Mai et al,Renewable Electricity Futures,http://www.nrel.gov/docs/fy12osti/52409-1.pdf
g38541,Offshore,Wind-Offshore,Fixed Platform,2010,,0.124,,,,3643,3643,0.07,,30,0.080586404,0.392,0.83155,0.39,0.5,0.39,0.095264134,,99.01,0,,67,17,0.028980799,Wind,0,,0,,Black and Veatch 2012,2012,Black and Veatch,COST AND PERFORMANCE DATA FOR POWER GENERATION TECHNOLOGIES,http://bv.com/docs/reports-studies/nrel-cost-report.pdf
g42075,Offshore,Wind-Offshore,,2010,,0.144,,,,3800,3800,0.07,25,30,0.080586404,0.392,0.83155,0.36,,0.36,0.107650477,,114,,,,,0.036149163,Wind,0,,0,,IEA 2012,2012,IEA,Energy Technology Perspectives 2012 Pathways to a Clean Energy System,http://www.iea.org/publications/freepublications/publication/ETP2012_free.pdf
g39678,Offshore,Wind-Offshore,,2014,,0.102,,,,3100,3100,0.07,,30,0.080586404,0.392,0.83155,0.43,,0.43,0.073523826,,60,13,,,,0.02892864,Wind,0,,0,,Lazard 2014,2014,Lazard,"Lazard Levelized Cost of Energy Analysis, version 8.0",http://www.lazard.com/PDF/Levelized%20Cost%20of%20Energy%20-%20Version%208.0.pdf
g39679,Offshore,Wind-Offshore,,2014,,0.2,,,,5500,5500,0.07,,30,0.080586404,0.392,0.83155,0.37,,0.37,0.151598822,,100,18,,,,0.048852771,Wind,0,,0,,Lazard 2014,2014,Lazard,"Lazard Levelized Cost of Energy Analysis, version 8.0",http://www.lazard.com/PDF/Levelized%20Cost%20of%20Energy%20-%20Version%208.0.pdf
g39620,Photovoltaic,Photovoltaic,Commercial,2012,DOE,0.201,,,,3220,3220,0.07,30,30,0.080586404,0.392,0.83155,0.18,,0.18,0.182439229,,30,0,,30,0,0.019025875,Solar,0,3412,0,,DOE 2013,2013,DOE,DOE Program Estimate,
g42703,Photovoltaic,Photovoltaic,Utility,2014,NREL,0.113,,,,2020,2020,0.07,20,30,0.080586404,0.392,0.83155,0.2,0.28,0.2,0.103004509,,17,0,,,,0.009703196,Solar,0,,0,,NREL_ATB 2015,2015,NREL,NREL Annual Technology Baseline 2015,http://www.nrel.gov/analysis/data_tech_baseline.html
g42702,Photovoltaic,Photovoltaic,Utility,2013,NREL,0.142,,,,2586,2586,0.07,20,30,0.080586404,0.392,0.83155,0.2,0.28,0.2,0.131866168,,18,0,,,,0.010273973,Solar,0,,0,,NREL_ATB 2015,2015,NREL,NREL Annual Technology Baseline 2015,http://www.nrel.gov/analysis/data_tech_baseline.html
g29644,Photovoltaic,Photovoltaic,,2008,,0.221,,,1,4088,4088,0.07,30,30,0.080586404,0.392,0.83155,0.21,,0.21,0.198530142,,41.2,0,,,,0.022396173,Solar,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29643,Photovoltaic,Photovoltaic,,2007,,0.241,,,1,4392,4392,0.07,30,30,0.080586404,0.392,0.83155,0.21,,0.21,0.213293636,,50.8,0,,,,0.027614699,Solar,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29642,Photovoltaic,Photovoltaic,,2006,,0.261,,,1,4696,4696,0.07,30,30,0.080586404,0.392,0.83155,0.21,,0.21,0.22805713,,60.4,0,,,,0.032833225,Solar,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29637,Photovoltaic,Photovoltaic,,2001,,0.281,,,1,5000,5000,0.07,30,30,0.080586404,0.392,0.83155,0.21,,0.21,0.242820624,,70,0,,,,0.03805175,Solar,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29638,Photovoltaic,Photovoltaic,,2002,,0.281,,,1,5000,5000,0.07,30,30,0.080586404,0.392,0.83155,0.21,,0.21,0.242820624,,70,0,,,,0.03805175,Solar,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29639,Photovoltaic,Photovoltaic,,2003,,0.281,,,1,5000,5000,0.07,30,30,0.080586404,0.392,0.83155,0.21,,0.21,0.242820624,,70,0,,,,0.03805175,Solar,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29640,Photovoltaic,Photovoltaic,,2004,,0.281,,,1,5000,5000,0.07,30,30,0.080586404,0.392,0.83155,0.21,,0.21,0.242820624,,70,0,,,,0.03805175,Solar,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29641,Photovoltaic,Photovoltaic,,2005,,0.281,,,1,5000,5000,0.07,30,30,0.080586404,0.392,0.83155,0.21,,0.21,0.242820624,,70,0,,,,0.03805175,Solar,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29636,Photovoltaic,Photovoltaic,,2000,,0.281,,,1,5000,5000,0.07,30,30,0.080586404,0.392,0.83155,0.21,,0.21,0.242820624,,70,0,,,,0.03805175,Solar,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28165,Photovoltaic,Photovoltaic,,2008,,0.384,,,1,8451.62,8451.62,0.07,30,30,0.080586404,0.392,0.83155,0.25,,0.25,0.344774244,,86,0,,,,0.039269406,Solar,0,,0,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g28164,Photovoltaic,Photovoltaic,,2007,,0.4,,,1,8801.08,8801.08,0.07,30,30,0.080586404,0.392,0.83155,0.25,,0.25,0.359030068,,90.67,0,,,,0.041401826,Solar,0,,0,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g28163,Photovoltaic,Photovoltaic,,2006,,0.417,,,1,9150.54,9150.54,0.07,30,30,0.080586404,0.392,0.83155,0.25,,0.25,0.373285892,,95.33,0,,,,0.04352968,Solar,0,,0,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g28162,Photovoltaic,Photovoltaic,,2005,,0.433,,,1,9500,9500,0.07,30,30,0.080586404,0.392,0.83155,0.25,,0.25,0.387541716,,100,0,,,,0.0456621,Solar,0,,0,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g25870,Photovoltaic,Photovoltaic,,2009,,0.211,,4591.94,1,,4591.94,0.07,30,30,0.080586404,0.392,0.83155,0.226331347,0.274227992,0.226331347,0.206912324,,7.56,,,,,0.003813054,Solar,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g25869,Photovoltaic,Photovoltaic,,2008,,0.242,,5159.47,1,,5159.47,0.07,30,30,0.080586404,0.392,0.83155,0.221450289,0.268313996,0.221450289,0.237609446,,7.93,,,,,0.00408783,Solar,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g25868,Photovoltaic,Photovoltaic,,2007,,0.274,,5727,1,,5727,0.07,30,30,0.080586404,0.392,0.83155,0.216569231,0.2624,0.216569231,0.269690278,,8.3,,,,,0.004374992,Solar,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g25972,Photovoltaic,Photovoltaic,,2009,,0.285,,5161.67,1,,5161.67,0.07,30,30,0.080586404,0.392,0.83155,0.191239714,0.23126663,0.191239714,0.275262476,,16.46,,,,,0.009825341,Solar,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g25971,Photovoltaic,Photovoltaic,,2008,,0.379,,6195.84,1,,6195.84,0.07,30,30,0.080586404,0.392,0.83155,0.172805707,0.208974343,0.172805707,0.365659596,,20.53,,,,,0.013562094,Solar,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g25970,Photovoltaic,Photovoltaic,,2007,,0.495,,7230,1,,7230,0.07,30,30,0.080586404,0.392,0.83155,0.15477016,0.187163914,0.15477016,0.476415549,,24.6,,,,,0.018144448,Solar,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
